City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
301,oelwein,42.6733,-91.9135,12.63,39,0,1.34,US,1699918112
302,tolanaro,-25.0319,46.9987,21.21,86,29,2.05,MG,1699918113
303,acarau,-2.8856,-40.12,27.08,77,25,7.81,BR,1699918114
304,alofi,-19.0595,-169.9187,25.94,89,100,6.69,NU,1699918115
305,san andres,12.5847,-81.7006,28.01,83,20,1.03,CO,1699918116
306,akobo,7.4344,3.9497,23.66,94,38,1.33,NG,1699918117
307,luena,-11.7833,19.9167,21.1,88,0,1.54,AO,1699918117
308,chetwayi,10.5333,76.05,24.51,77,53,2.78,IN,1699918118
309,bonito,-21.1211,-56.4819,32.85,32,8,2.43,BR,1699918095
310,opuwo,-18.0607,13.84,26.16,23,100,1.93,NA,1699918118
311,launceston,-41.45,147.1667,18.42,51,60,3.6,AU,1699918118
312,strelka,58.0728,93.0344,0.1,97,100,4.27,RU,1699918119
313,isafjordur,66.0755,-23.124,1.57,84,82,3.52,IS,1699918120
314,ak'ordat,15.5486,37.8867,27.4,59,13,1.71,ER,1699918121
315,port lincoln,-34.7333,135.8667,15.35,77,100,5.03,AU,1699917894
316,geraldton,-28.7667,114.6,21.23,83,100,4.63,AU,1699918121
317,miahuatlan de porfirio diaz,16.3333,-96.6,22.73,62,93,3.32,MX,1699918122
318,heunghae,36.1125,129.3522,3.43,69,2,3.4,KR,1699918123
319,vikhorevka,56.1201,101.1636,-0.23,89,100,3.45,RU,1699918124
320,tadine,-21.55,167.8833,23.73,55,75,7.63,NC,1699918124
321,naze,28.3667,129.4833,15.51,65,88,4.16,JP,1699918124
322,lorengau,-2.0226,147.2712,27.61,80,76,2.36,PG,1699918127
323,peterhead,57.5058,-1.7981,8.22,82,100,10.35,GB,1699918127
324,dinguiraye,11.3,-10.7167,22.24,24,33,1.14,GN,1699918128
325,bel ombre,-4.6167,55.4167,27.91,83,40,2.06,SC,1699918128
326,thief river falls,48.1191,-96.1812,6.53,70,0,4.63,US,1699918129
327,fuxin,42.0156,121.6589,-5.87,87,63,0.98,CN,1699918129
328,feurs,45.7399,4.2271,18.32,74,97,3.05,FR,1699918130
329,veraval,20.9,70.3667,25.72,33,100,4.04,IN,1699918130
330,afaahiti,-17.75,-149.2833,28.93,84,100,4.57,PF,1699918131
331,wynyard,-41.0,145.7167,15.59,50,98,3.11,AU,1699918131
332,jasper,37.2001,-94.3502,19.03,39,0,2.57,US,1699918132
333,panshan,41.1881,122.0494,0.24,73,100,0.98,CN,1699918132
334,pinotepa nacional,16.3167,-98.0167,29.3,70,73,2.34,MX,1699918133
335,kingston,17.997,-76.7936,29.53,78,20,7.72,JM,1699918038
336,charters towers,-20.1,146.2667,26.08,38,0,4.98,AU,1699918134
337,la passe,45.5549,-0.8967,17.13,95,100,6.33,FR,1699918134
338,anloga,5.7947,0.8973,27.72,81,0,3.71,GH,1699918135
339,praia da vitoria,38.7333,-27.0667,16.14,88,100,2.47,PT,1699918136
340,jijiga,9.35,42.8,17.04,63,99,2.77,ET,1699918137
341,tahlequah,35.9154,-94.97,18.6,9,0,0.0,US,1699918137
342,haiku-pauwela,20.9219,-156.3051,29.01,55,20,8.75,US,1699918137
343,konarka,19.9,86.1167,21.22,72,97,4.0,IN,1699918138
344,bata,1.8639,9.7658,25.62,88,100,0.99,GQ,1699918138
345,rongelap,11.1635,166.8941,28.05,84,100,7.83,MH,1699918139
346,zaozersk,69.4005,32.4476,-12.39,99,92,0.9,RU,1699918139
347,crucecita,-28.95,-58.9833,19.43,97,100,4.39,AR,1699918140
348,badger,64.8,-147.5333,-3.34,93,100,2.04,US,1699918140
349,alesund,62.4723,6.1549,2.96,78,0,5.14,NO,1699918140
350,ola,59.5833,151.2833,-21.59,78,80,5.74,RU,1699918141
351,gaigeturi,33.4644,126.3183,11.03,54,75,3.09,KR,1699918141
352,pekanbaru,0.5333,101.45,24.18,100,40,2.06,ID,1699918141
353,moses lake,47.1301,-119.2781,12.38,50,0,3.6,US,1699918142
354,howrah,22.5892,88.3103,21.0,83,34,2.06,IN,1699918142
355,bardai,11.65,7.2333,22.38,22,72,3.12,NG,1699918143
356,tazacorte,28.629,-17.9293,23.97,39,40,4.63,ES,1699918143
357,port augusta,-32.5,137.7667,21.64,50,55,7.05,AU,1699918143
358,guiglo,6.5456,-7.4966,23.46,92,66,0.92,CI,1699918144
359,creston,41.0586,-94.3614,12.98,33,0,2.57,US,1699918144
360,tarhuna,32.435,13.6332,15.88,83,1,2.87,LY,1699918144
361,kunwi,36.2347,128.5728,4.54,79,5,0.62,KR,1699918145
362,hidden valley lake,38.808,-122.5583,19.56,52,14,0.45,US,1699918145
363,ylistaro,62.9396,22.5131,-1.75,92,100,0.45,FI,1699918145
364,aytre,46.1357,-1.1145,15.02,100,100,4.12,FR,1699918146
365,manavalakurichi,8.1333,77.3,26.0,82,100,1.06,IN,1699918146
366,albertina,-22.2008,-46.6158,26.93,42,74,1.54,BR,1699918146
367,fasa,28.9383,53.6482,7.58,34,0,0.0,IR,1699918146
368,thunder bay,48.4001,-89.3168,3.95,56,20,1.54,CA,1699918028
369,murzuq,25.9155,13.9184,19.75,45,0,4.51,LY,1699918147
370,puerto baquerizo moreno,-0.9,-89.6,23.81,80,57,5.55,EC,1699918147
371,sefaatli,39.5043,34.7563,15.37,45,100,6.89,TR,1699917978
372,rota,36.6224,-6.3586,17.9,82,0,2.57,ES,1699918148
373,bima,-8.4667,118.7167,27.97,77,65,1.56,ID,1699918148
374,dongola,19.1667,30.4833,27.98,31,98,6.2,SD,1699918149
375,pirenopolis,-15.8525,-48.9592,27.0,32,71,1.28,BR,1699918149
376,curup,-3.4667,102.5333,20.65,98,76,1.21,ID,1699918149
377,kalaleh,37.3807,55.4916,19.28,39,90,2.93,IR,1699918149
378,churapcha,62.0025,132.4325,-29.05,100,100,1.76,RU,1699918150
379,saldanha,-33.0117,17.9442,19.03,70,7,4.73,ZA,1699918150
380,ambovombe,-25.1667,46.0833,21.41,79,79,2.54,MG,1699918150
381,christchurch,-43.5333,172.6333,26.11,34,20,7.72,NZ,1699917798
382,weno,7.4515,151.8468,29.97,79,100,3.09,FM,1699918151
383,talagante,-33.6667,-70.9333,21.08,45,0,1.87,CL,1699918151
384,dudinka,69.4058,86.1778,-14.1,86,74,5.2,RU,1699918152
385,emirgazi,37.9022,33.8372,13.09,50,98,4.15,TR,1699918152
386,kayes,14.0,-11.0,27.91,9,20,3.35,ML,1699918153
387,mohr,54.3528,9.7167,9.52,94,87,3.13,DE,1699918153
388,gerash,27.6652,54.1371,17.44,23,97,0.26,IR,1699918154
389,carnarvon,-24.8667,113.6333,20.9,70,54,3.55,AU,1699918154
390,asan,36.7836,127.0042,-0.09,78,58,1.44,KR,1699917674
391,tucurui,-3.7661,-49.6725,31.98,41,78,1.01,BR,1699918154
392,sant antoni de portmany,38.9807,1.3036,18.31,81,0,2.06,ES,1699918155
393,beidao,34.5686,105.8933,2.1,90,24,0.8,CN,1699918155
394,bu'aale,1.0833,42.5833,24.45,94,97,1.99,SO,1699917923
395,shagonar,51.5333,92.8,-5.8,94,100,0.25,RU,1699918155
396,redencao,-4.2258,-38.7306,24.47,81,5,1.74,BR,1699918156
397,cascina,43.6791,10.4994,15.59,94,40,2.57,IT,1699918156
398,atar,20.5169,-13.0499,28.07,16,15,4.29,MR,1699918157
399,sao joao da barra,-21.6403,-41.0511,26.05,87,100,6.32,BR,1699918157
400,novopetrovskoye,55.9928,36.4719,2.06,96,94,4.1,RU,1699918157
401,kavaratti,10.5669,72.642,27.36,72,96,1.64,IN,1699918158
402,singkil,-7.9855,111.4161,25.5,87,95,1.53,ID,1699918158
403,kailua-kona,19.6406,-155.9956,30.28,74,40,4.63,US,1699918158
404,lengshuitan,26.4111,111.5956,7.47,91,91,1.1,CN,1699918159
405,el quetzal,14.7667,-91.8167,26.53,96,74,0.35,GT,1699918159
406,sydney,-33.8679,151.2073,24.77,64,20,5.14,AU,1699917545
407,pacific grove,36.6177,-121.9166,18.06,72,0,7.2,US,1699918158
408,chibougamau,49.9168,-74.3659,-4.21,86,100,3.6,CA,1699918160
409,amursk,50.2261,136.8994,-12.79,95,58,2.15,RU,1699918160
410,okhotsk,59.3833,143.3,-16.96,80,98,6.55,RU,1699918161
411,buckeye,33.3703,-112.5838,30.56,21,0,4.63,US,1699918067
412,linfen,36.0889,111.5189,3.98,47,0,0.75,CN,1699918162
413,saint-pierre,-21.3393,55.4781,23.09,64,0,3.09,RE,1699918162
414,tatarsk,55.219,75.9828,0.08,93,97,2.53,RU,1699918162
415,taulaga,-11.0553,-171.0883,29.1,74,94,5.66,AS,1699918162
416,mokhsogollokh,61.4681,128.9203,-26.08,100,65,0.83,RU,1699918163
417,burang,30.25,81.1667,-4.72,54,34,1.45,CN,1699918163
418,ingre,47.9199,1.8278,12.53,94,0,6.17,FR,1699918164
419,laojunmiao,39.8333,97.7333,-2.06,38,61,3.06,CN,1699918164
420,namsos,64.4662,11.4957,-1.05,69,100,4.63,NO,1699918164
421,batang,-6.4846,110.7083,27.28,78,61,1.96,ID,1699918090
422,loukhi,66.0764,33.0381,-7.13,90,91,4.64,RU,1699918165
423,roma,43.2128,-75.4557,6.04,70,100,4.63,US,1699918165
424,kondagaon,19.6,81.6667,17.25,75,100,1.01,IN,1699918165
425,usinsk,65.9939,57.5281,-9.4,87,100,3.13,RU,1699918166
426,constantia,44.1833,28.65,2.38,51,0,4.01,RO,1699918166
427,polyarnyy,69.1989,33.4478,-8.43,95,100,0.8,RU,1699918166
428,sisimiut,66.9395,-53.6735,-8.05,79,100,4.05,GL,1699918167
429,benghazi,32.1167,20.0667,21.84,67,7,5.88,LY,1699918010
430,kibre mengist,5.8833,38.9833,14.78,98,87,1.1,ET,1699918168
431,buturlinovka,50.8239,40.6092,4.97,83,73,3.22,RU,1699918168
432,tromso,69.6496,18.957,-8.99,92,0,1.03,NO,1699918074
433,ilhabela,-23.7781,-45.3581,25.21,89,61,3.13,BR,1699918169
434,lisala,2.15,21.5167,20.98,98,68,0.61,CD,1699918169
435,es castell,39.8795,4.2854,18.38,100,0,3.09,ES,1699918170
436,boende,-0.2167,20.8667,21.99,96,76,0.6,CD,1699918170
437,campbellsville,37.3434,-85.3419,14.06,49,81,2.14,US,1699918096
438,mermoz boabab,14.7065,-17.4758,26.88,74,0,3.09,SN,1699918170
439,fastiv,50.0767,29.9177,2.74,85,15,3.21,UA,1699918111
440,labrador city,52.9463,-66.9114,-9.05,86,100,2.06,CA,1699918171
441,timbuktu,16.7735,-3.0074,27.45,10,0,4.96,ML,1699918173
442,mirny,62.5353,113.9611,-9.31,78,99,5.81,RU,1699918173
443,circleville,39.6006,-82.946,12.45,38,0,2.57,US,1699918174
444,palmer,42.1584,-72.3287,4.07,61,75,0.0,US,1699918174
445,kalmunai,7.4167,81.8167,25.09,89,100,1.81,LK,1699918174
446,minab,27.1467,57.0801,24.11,45,59,0.93,IR,1699918175
447,spanish wells,26.323,-81.7957,25.55,65,100,4.63,US,1699918175
448,hammerfest,70.6634,23.6821,-3.75,86,40,1.03,NO,1699918175
449,kuanda,56.3161,116.0806,-16.25,88,39,0.59,RU,1699918176
450,villa gesell,-37.2639,-56.973,15.03,51,38,6.55,AR,1699918176
451,nejo,9.5,35.5,14.95,87,76,0.47,ET,1699918177
452,bela vista,-22.1089,-56.5211,34.37,34,47,2.81,BR,1699918177
453,nguigmi,14.2495,13.1092,27.29,25,100,4.84,NE,1699918177
454,baoshan,46.5586,131.4244,-10.63,92,12,3.07,CN,1699918178
455,ugoofaaru,5.6667,73.0,27.63,74,99,1.41,MV,1699918178
456,caccamo,37.9327,13.665,17.38,84,6,1.75,IT,1699918178
457,konosha,60.9736,40.257,0.55,99,100,0.52,RU,1699918179
458,porto novo,6.4965,2.6036,24.9,86,2,2.45,BJ,1699918179
459,horsham,51.064,-0.3272,13.34,76,40,6.69,GB,1699918179
460,vilyuchinsk,52.9306,158.4028,-2.26,79,100,3.48,RU,1699918179
461,smolensk,55.0,33.0,3.04,96,99,6.24,RU,1699918180
462,namibe,-15.1961,12.1522,24.11,61,100,1.14,AO,1699918180
463,waingapu,-9.6567,120.2641,27.55,77,97,1.22,ID,1699918181
464,yacuiba,-22.038,-63.6797,18.94,95,100,2.12,BO,1699918181
465,obo,5.3998,26.4869,21.78,93,97,1.19,CF,1699918181
466,san antonio de pale,-1.4014,5.6325,26.37,82,63,4.04,GQ,1699918181
467,hadibu,12.65,54.0333,26.21,87,98,4.24,YE,1699918182
468,soure,-0.7167,-48.5233,27.25,76,99,4.65,BR,1699918071
469,dabola,10.75,-11.1167,22.17,31,8,1.36,GN,1699918182
470,treuchtlingen,48.95,10.9167,13.32,88,100,8.04,DE,1699918182
471,eyl,7.9803,49.8164,27.14,77,97,6.41,SO,1699918183
472,dolores,-36.3132,-57.6792,13.69,49,82,4.0,AR,1699918183
473,lashio,22.9333,97.75,16.01,99,72,0.52,MM,1699918183
474,hillsboro,45.5229,-122.9898,13.99,72,0,2.57,US,1699918001
475,iwanai,42.9744,140.5089,2.13,89,100,4.23,JP,1699918184
476,sabang,5.8933,95.3214,27.08,82,100,7.1,ID,1699918184
477,alice springs,-23.7,133.8833,29.75,17,15,6.69,AU,1699918184
478,miyang,24.4042,103.4428,12.88,95,100,1.2,CN,1699918185
479,twon-brass,4.3151,6.2418,27.64,77,100,2.64,NG,1699918185
480,cova figueira,14.8905,-24.2934,24.16,68,77,4.1,CV,1699918185
481,jacmel,18.2342,-72.5347,29.91,83,5,2.34,HT,1699918185
482,maintirano,-18.0667,44.0167,24.95,73,0,2.88,MG,1699918186
483,bereket,39.2446,55.5154,14.86,39,4,4.48,TM,1699918186
484,fisterra,42.9049,-9.2629,18.75,97,100,12.73,ES,1699918186
485,tralee,52.2704,-9.7026,11.05,87,78,8.34,IE,1699918187
486,pontes e lacerda,-15.2261,-59.3353,29.39,51,95,2.19,BR,1699918187
487,zheleznogorsk-ilimskiy,56.5768,104.1217,-5.35,93,100,3.13,RU,1699918187
488,borovskoy,53.8,64.15,4.87,82,100,7.99,KZ,1699918187
489,santa marta,11.2408,-74.199,31.05,76,40,2.68,CO,1699917748
490,darab,28.7519,54.5444,15.73,22,93,0.77,IR,1699918188
491,zubtsov,56.1753,34.5894,2.53,97,100,5.31,RU,1699918188
492,yinchuan,38.4681,106.2731,0.78,23,0,0.51,CN,1699918188
493,nar'yan-mar,67.6713,53.087,-13.27,97,100,3.58,RU,1699918189
494,makurazaki,31.2667,130.3167,10.99,67,5,1.97,JP,1699918189
495,tafuna,-14.3358,-170.72,31.97,79,75,4.12,AS,1699918190
496,nimbahera,24.6167,74.6833,19.08,42,100,1.91,IN,1699918190
497,luganville,-15.5333,167.1667,25.91,76,98,5.9,VU,1699918190
498,ilha de mocambique,-15.0342,40.7358,26.15,82,100,2.23,MZ,1699918191
499,marechal candido rondon,-24.5561,-54.0567,26.15,71,90,1.49,BR,1699918062
500,taro,-8.3862,115.28,24.0,87,61,0.46,ID,1699918191
501,chaohu,31.6,117.8667,4.87,57,0,0.55,CN,1699918191
502,revda,56.801,59.9303,2.26,97,100,4.83,RU,1699918191
503,aweil,8.7682,27.4002,28.03,56,51,1.2,SS,1699918192
504,rikaze,29.25,88.8833,-1.56,67,26,1.5,CN,1699918192
505,zapolyarnyy,69.4154,30.8136,-15.4,100,98,0.87,RU,1699918192
506,abu jibeha,11.4562,31.2285,28.8,35,6,1.96,SD,1699918192
507,lospalos,-8.5186,127.0025,26.63,65,8,0.4,TL,1699918193
508,babayurt,43.6002,46.7789,10.71,93,98,4.1,RU,1699918193
509,broken hill,-31.95,141.4333,19.14,36,100,6.14,AU,1699918193
510,motueka,-41.1333,173.0167,18.94,61,67,3.0,NZ,1699918193
511,zahedan,29.4963,60.8629,7.95,57,0,2.06,IR,1699918194
512,cururupu,-1.8283,-44.8683,24.88,83,32,2.18,BR,1699918194
513,uturoa,-16.7333,-151.4333,27.05,81,98,5.52,PF,1699918194
514,isangel,-19.55,169.2667,28.06,65,75,4.63,VU,1699918194
515,thisted,56.9552,8.6949,5.11,84,100,11.83,DK,1699918194
516,elumalai,9.8667,77.7,25.5,78,100,1.09,IN,1699918195
517,mejit,10.2753,170.8646,28.04,81,81,8.64,MH,1699918195
518,severo-yeniseyskiy,60.3725,93.0408,-9.31,94,91,2.94,RU,1699918195
519,harper,4.375,-7.7169,25.95,88,2,3.31,LR,1699918195
520,basse-terre,16.1667,-61.6667,25.58,78,20,2.06,GP,1699918196
521,sola,-13.8833,167.55,26.11,75,99,10.27,VU,1699918196
522,yuncheng,35.0231,110.9928,3.61,59,3,0.54,CN,1699918196
523,nur-sultan,51.1801,71.446,0.97,100,100,5.0,KZ,1699918120
524,santa ana,33.7456,-117.8678,27.2,35,75,4.63,US,1699918196
525,istgah-e rah ahan-e garmsar,35.2346,52.3094,16.12,42,100,0.65,IR,1699918197
526,nova sintra,14.8667,-24.7167,23.8,72,79,4.02,CV,1699918197
527,kuqa,41.7278,82.9364,3.1,26,24,1.69,CN,1699918197
528,san juan,-31.5375,-68.5364,21.71,18,81,3.74,AR,1699918197
529,carutapera,-1.195,-46.02,26.08,79,51,4.13,BR,1699918198
530,padang,-0.9492,100.3543,25.03,92,96,1.9,ID,1699918198
531,saint-francois,46.4154,3.9054,17.69,74,75,3.6,FR,1699917919
532,bullhead city,35.1478,-114.5683,26.03,20,0,0.45,US,1699918198
533,camacupa,-12.0167,17.4833,18.8,78,94,1.59,AO,1699918198
534,tamazulapam villa del progreso,17.6806,-97.5689,19.16,64,50,4.53,MX,1699918199
535,khanty-mansiysk,61.0042,69.0019,-5.94,93,75,3.13,RU,1699918199
536,bandar-e lengeh,26.5579,54.8807,25.63,45,86,1.2,IR,1699918199
537,colonia,50.9333,6.95,12.25,75,0,5.66,DE,1699918039
538,antonio enes,-16.2325,39.9086,25.21,79,83,3.68,MZ,1699918199
539,port hedland,-20.3167,118.5667,25.03,65,28,6.69,AU,1699918074
540,tchintabaraden,15.8969,5.7985,24.05,13,4,3.48,NE,1699918200
541,santa cruz del sur,20.7147,-77.9956,27.89,73,53,6.69,CU,1699918200
542,turkmenbasy,40.0222,52.9552,11.43,93,40,0.0,TM,1699918201
543,bayji,34.9311,43.487,19.79,34,6,1.14,IQ,1699918204
544,montrose,38.4166,-108.2673,11.67,21,11,2.11,US,1699918207
545,tadjourah,12.0,42.5,23.6,59,60,2.54,DJ,1699918208
546,jutai,-5.1833,-68.9,27.57,77,100,0.87,BR,1699918208
547,fushun,41.8558,123.9233,-5.16,67,36,1.42,CN,1699918209
548,yanam,16.7333,82.2167,24.88,75,53,3.31,IN,1699918209
549,dzhalagash,45.0833,64.6667,3.69,69,57,5.0,KZ,1699918210
550,dien bien phu,21.3833,103.0167,17.86,99,100,0.84,VN,1699918211
551,sanchor,24.7553,71.7722,22.51,27,100,3.14,IN,1699918211
552,saint-joseph,-21.3667,55.6167,22.48,82,75,2.35,RE,1699918212
553,smithers,54.7804,-127.1743,1.18,93,75,2.06,CA,1699918212
554,balkanabat,39.5108,54.3671,16.88,37,6,0.04,TM,1699918212
555,cullera,39.1667,-0.25,20.74,64,6,3.56,ES,1699918213
556,palmerston north,-40.35,175.6167,20.42,58,89,2.24,NZ,1699918213
557,bamboo flat,11.7,92.7167,26.05,89,100,2.06,IN,1699918213
558,mahibadhoo,3.7833,72.9667,27.55,74,99,1.57,MV,1699918214
559,aguas formosas,-17.0822,-40.9358,25.58,57,4,0.5,BR,1699918214
560,galliano,29.4422,-90.2992,18.0,88,100,3.6,US,1699918214
561,maihar,24.2667,80.75,17.09,67,61,1.05,IN,1699918215
562,puerto colombia,10.9878,-74.9547,29.05,82,98,5.99,CO,1699918215
563,jeddah,21.5169,39.2192,28.92,65,0,1.54,SA,1699918215
564,kingscliff,-28.2667,153.5667,25.96,64,100,3.6,AU,1699918216
565,dhidhdhoo,6.8833,73.1,27.58,74,98,0.58,MV,1699918216
566,kalifornsky,60.4183,-151.29,1.19,95,0,4.12,US,1699918216
567,inhambane,-23.865,35.3833,21.97,66,90,6.8,MZ,1699918217
568,arteche,12.2645,125.4048,27.24,88,100,5.23,PH,1699918217
569,les cayes,18.2,-73.75,26.84,79,19,2.46,HT,1699918217
570,kenora,49.8167,-94.4337,3.54,75,75,2.57,CA,1699918218
571,lake city,30.1897,-82.6393,15.84,88,100,4.63,US,1699918218
572,inongo,-1.95,18.2667,21.96,95,71,1.3,CD,1699918218
573,eraan,9.0629,117.7016,28.29,76,41,1.38,PH,1699918219
574,demopolis,32.5176,-87.8364,13.97,88,0,0.0,US,1699918163
575,fada,9.5667,8.3,21.83,44,80,1.7,NG,1699918220
576,mana,5.6592,-53.7767,26.55,86,19,4.64,GF,1699918220
577,rajec,49.089,18.6401,7.25,91,100,0.51,SK,1699918220
578,gbawe,5.5771,-0.3104,27.23,89,40,3.09,GH,1699918221
579,sarina,-21.4333,149.2167,27.93,40,6,3.77,AU,1699918221
580,emerald,-23.5333,148.1667,28.52,33,0,3.76,AU,1699918221
581,lousa,40.1167,-8.2492,16.24,94,65,1.28,PT,1699918222
582,punta del este,-34.9667,-54.95,15.06,72,100,3.58,UY,1699918222
583,manacapuru,-3.2997,-60.6206,30.17,54,89,1.84,BR,1699917957
584,salinas,36.6777,-121.6555,19.44,63,0,7.2,US,1699918151
585,lautoka,-17.6167,177.4667,30.92,62,75,3.6,FJ,1699918223
586,santa ana de yacuma,-13.75,-65.4333,32.97,52,84,3.09,BO,1699918224
587,umm kaddadah,13.6017,26.6876,28.5,27,60,6.05,SD,1699918224
588,multan,30.1956,71.4753,16.94,82,69,0.0,PK,1699918094
589,jayapura,-2.5333,140.7,27.66,72,99,1.4,ID,1699918225
590,alghero,40.5589,8.3181,19.05,100,20,4.63,IT,1699918225
591,lerwick,60.1545,-1.1494,8.0,69,91,7.34,GB,1699918226
592,khandud,36.9513,72.318,-8.2,57,0,0.57,AF,1699918227
593,playa del ingles,27.7567,-15.5787,23.86,73,18,3.64,ES,1699918089
594,mutuali,-14.8706,37.0044,21.62,89,73,1.09,MZ,1699918229
595,sorong,-0.8833,131.25,27.45,80,59,4.11,ID,1699918229
596,kovrov,56.3572,41.3192,3.5,96,98,5.84,RU,1699918229
597,akrehamn,59.2667,5.1833,6.34,48,86,4.63,NO,1699918230
598,cedeira,43.6797,-8.0209,17.43,47,100,6.89,ES,1699918230
599,palikir - national government center,6.9248,158.1611,30.41,70,100,2.06,FM,1699918231
600,arar,30.9753,41.0381,18.01,32,20,2.06,SA,1699918231
601,gola gokarannath,28.0833,80.4667,18.21,50,97,1.52,IN,1699918231
602,arica,-18.475,-70.3042,19.75,77,100,3.09,CL,1699918232
603,taoudenni,22.6783,-3.9836,25.46,17,3,6.51,ML,1699918232
